# domain	grade	kind	question	answer
# GSM8K teach pack generated 2026-07-30T01:59:50.605888+00:00
# kinds: calc=hop atom, word=full Q, bridge=last-step→final
math	gsm8k	calc	54/2	27
math	gsm8k	calc	54 divided by 2	27
math	gsm8k	calc	18+27+27	72
math	gsm8k	word	Cole wants to fence his backyard on three sides. His backyard is 9 feet along the sides and 18 feet along the back. The neighbor behind him agreed to pay for half of their shared side of his fence, and the neighbor on hi	72
math	gsm8k	bridge	last step 18+27+27	72
math	gsm8k	bridge	result of 18+27+27	72
math	gsm8k	calc	4+6	10
math	gsm8k	calc	4 plus 6	10
math	gsm8k	calc	10*4	40
math	gsm8k	calc	10 times 4	40
math	gsm8k	calc	4*0.5	2
math	gsm8k	calc	4 times 0.5	2
math	gsm8k	calc	2*2	4
math	gsm8k	calc	2 times 2	4
math	gsm8k	calc	20-4	16
math	gsm8k	calc	20 minus 4	16
math	gsm8k	calc	16/4	4
math	gsm8k	calc	16 divided by 4	4
math	gsm8k	word	An auto shop buys tires to replace all the tires on every customer’s car. They buy the tires as soon as cars are brought into the shop. There are four cars in the shop already, and another six customers come into the sho	4
math	gsm8k	bridge	last step 16/4	4
math	gsm8k	bridge	result of 16/4	4
math	gsm8k	calc	54+45	99
math	gsm8k	calc	54 plus 45	99
math	gsm8k	calc	99/3	33
math	gsm8k	calc	99 divided by 3	33
math	gsm8k	word	John has 54 pieces of gum, Cole has 45 pieces of gum and Aubrey has no pieces of gum. They decide to share the gum equally between the 3 of them. How many pieces of gum will each one get?	33
math	gsm8k	bridge	last step 99/3	33
math	gsm8k	bridge	result of 99/3	33
math	gsm8k	calc	3+12+8	23
math	gsm8k	calc	23-2	21
math	gsm8k	calc	23 minus 2	21
math	gsm8k	word	Sami finds 3 spiders in the playground. Hunter sees 12 ants climbing the wall. Ming discovers 8 ladybugs in the sandbox, and watches 2 of them fly away. How many insects are remaining in the playground?	21
math	gsm8k	bridge	last step 23-2	21
math	gsm8k	bridge	result of 23-2	21
math	gsm8k	calc	5*10	50
math	gsm8k	calc	5 times 10	50
math	gsm8k	calc	5*8	40
math	gsm8k	calc	5 times 8	40
math	gsm8k	calc	50-40	10
math	gsm8k	calc	50 minus 40	10
math	gsm8k	word	Before Cameron broke his right arm, he was able to type 10 words per minute on his phone. After he broke his arm, he had to use his left hand for a while, and he could only type 8 words per minute. What is the difference	10
math	gsm8k	bridge	last step 50-40	10
math	gsm8k	bridge	result of 50-40	10
math	gsm8k	calc	3+2.5	5.50
math	gsm8k	calc	3 plus 2.5	5.50
math	gsm8k	calc	20*5.5	110
math	gsm8k	calc	20 times 5.5	110
math	gsm8k	word	Nancy buys 2 coffees a day. She grabs a double espresso for $3.00 every morning. In the afternoon, she grabs an iced coffee for $2.50. After 20 days, how much money has she spent on coffee?	110
math	gsm8k	bridge	last step 20*5.5	110
math	gsm8k	bridge	result of 20*5.5	110
math	gsm8k	calc	15+2	17
math	gsm8k	calc	15 plus 2	17
math	gsm8k	calc	11-3	8
math	gsm8k	calc	11 minus 3	8
math	gsm8k	calc	11+15+17+8	51
math	gsm8k	word	Susan, Arthur, Tom and, Bob are siblings. Arthur is 2 years older than Susan, and Tom is 3 years younger than Bob. If Bob is 11 years old, and Susan is 15 years old, how old are all four family members in total?	51
math	gsm8k	bridge	last step 11+15+17+8	51
math	gsm8k	bridge	result of 11+15+17+8	51
math	gsm8k	calc	54-6-3	45
math	gsm8k	calc	45/9	5
math	gsm8k	calc	45 divided by 9	5
math	gsm8k	calc	1+1+5	7
math	gsm8k	word	Cody was reading through his favorite book series. The series was 54 books in total. If Cody read 6 books the first week, and 3 books the second week and then 9 books every week after that. How many weeks did it take Cod	7
math	gsm8k	bridge	last step 1+1+5	7
math	gsm8k	bridge	result of 1+1+5	7
math	gsm8k	calc	12*10	120
math	gsm8k	calc	12 times 10	120
math	gsm8k	calc	10*30	300
math	gsm8k	calc	10 times 30	300
math	gsm8k	calc	300+120	420
math	gsm8k	calc	300 plus 120	420
math	gsm8k	calc	500-420	80
math	gsm8k	calc	500 minus 420	80
math	gsm8k	word	Cassy packs 12 jars of jam in 10 boxes while she packs 10 jars of jam in 30 boxes. If she has 500 jars of jams, how many jars of jam will she have left when all the boxes are full?	80
math	gsm8k	bridge	last step 500-420	80
math	gsm8k	bridge	result of 500-420	80
math	gsm8k	calc	35	35
math	gsm8k	calc	35+150	185
math	gsm8k	calc	35 plus 150	185
math	gsm8k	word	Jen has 10 more ducks than four times the number of chickens. If Jen has 150 ducks, how many total birds does she have?	185
math	gsm8k	bridge	last step 35+150	185
math	gsm8k	bridge	result of 35+150	185
math	gsm8k	calc	2*5	10
math	gsm8k	calc	2 times 5	10
math	gsm8k	calc	80/100*10	8
math	gsm8k	calc	10+8	18
math	gsm8k	calc	10 plus 8	18
math	gsm8k	word	Mike bought a DVD of his favorite movie. He paid $5 for it at the store. A friend of Mike's, Steve, saw this and also decided to buy a DVD of the movie, but it was already sold out. He needed to order it online, which co	18
math	gsm8k	bridge	last step 10+8	18
math	gsm8k	bridge	result of 10+8	18
math	gsm8k	calc	68-18	50
math	gsm8k	calc	68 minus 18	50
math	gsm8k	calc	68+82+50	200
math	gsm8k	calc	200-24	176
math	gsm8k	calc	200 minus 24	176
math	gsm8k	calc	3.50*176	616
math	gsm8k	calc	3.50 times 176	616
math	gsm8k	word	Mrs. Lim milks her cows twice a day. Yesterday morning, she got 68 gallons of milk and in the evening, she got 82 gallons. This morning, she got 18 gallons fewer than she had yesterday morning. After selling some gallons	616
math	gsm8k	bridge	last step 3.50*176	616
math	gsm8k	bridge	result of 3.50*176	616
math	gsm8k	calc	2*3	6
math	gsm8k	calc	2 times 3	6
math	gsm8k	calc	6+2+1	9
math	gsm8k	calc	9/3	3
math	gsm8k	calc	9 divided by 3	3
math	gsm8k	word	Marly is making soup. He adds 2 quarts of milk and three times as much chicken stock to 1 quart of pureed vegetables. Then he divides the soup into bags that can hold 3 quarts each. How many bags does he need?	3
math	gsm8k	bridge	last step 9/3	3
math	gsm8k	bridge	result of 9/3	3
math	gsm8k	calc	20/100*90	18
math	gsm8k	calc	90-18	72
math	gsm8k	calc	90 minus 18	72
math	gsm8k	word	Charlotte needs to know how much money to have with her when she goes to the shoe store. How much money should Charlotte bring to buy a pair of boots, if the original price is $90 and there is a discount of 20%?	72
math	gsm8k	bridge	last step 90-18	72
math	gsm8k	bridge	result of 90-18	72
math	gsm8k	calc	7+3	10
math	gsm8k	calc	7 plus 3	10
math	gsm8k	calc	10-4	6
math	gsm8k	calc	10 minus 4	6
math	gsm8k	calc	6*4+2	26
math	gsm8k	word	Austin is a surfer. He took a trip to the beach during surfing season and the highest wave he caught was two feet higher than four times his height. The shortest wave he caught was four feet higher than his height. The s	26
math	gsm8k	bridge	last step 6*4+2	26
math	gsm8k	bridge	result of 6*4+2	26
math	gsm8k	calc	2*6	12
math	gsm8k	calc	2 times 6	12
math	gsm8k	word	Noah’s age is twice Joe’s age. If Joe is 6 years old, how old will Noah be after 10 years?	22
math	gsm8k	bridge	last step 2*6	22
math	gsm8k	bridge	result of 2*6	22
math	gsm8k	calc	3+6+3	12
math	gsm8k	calc	12/4	3
math	gsm8k	calc	12 divided by 4	3
math	gsm8k	word	In one month in the Smith house, Kylie uses 3 bath towels, her 2 daughters use a total of 6 bath towels, and her husband uses a total of 3 bath towels. If the washing machine can fit 4 bath towels for one load of laundry	3
math	gsm8k	bridge	last step 12/4	3
math	gsm8k	bridge	result of 12/4	3
math	gsm8k	calc	3*5	15
math	gsm8k	calc	3 times 5	15
math	gsm8k	calc	15+2	17
math	gsm8k	calc	15 plus 2	17
math	gsm8k	word	Dan is digging graves for a family killed by COVID-19. If it takes Dan 3 hours to dig an adult grave and 2 hours to dig a child's grave, how long does it take him to dig 5 adult graves and one child's grave?	17
math	gsm8k	bridge	last step 15+2	17
math	gsm8k	bridge	result of 15+2	17
math	gsm8k	calc	10-8	2
math	gsm8k	calc	10 minus 8	2
math	gsm8k	calc	2-0	2
math	gsm8k	calc	2 minus 0	2
math	gsm8k	calc	2/2	1
math	gsm8k	calc	2 divided by 2	1
math	gsm8k	calc	1*2	2
math	gsm8k	calc	1 times 2	2
math	gsm8k	calc	8-2	6
math	gsm8k	calc	8 minus 2	6
math	gsm8k	word	Brad’s zip code consists of five numbers that add up to 10. The first and second numbers are the same. The third number is zero. The fourth number is double the first number. The fourth and fifth numbers add up to 8. Wha	11026
math	gsm8k	bridge	last step 8-2	11026
math	gsm8k	bridge	result of 8-2	11026
math	gsm8k	calc	9*4	36
math	gsm8k	calc	9 times 4	36
math	gsm8k	calc	36+3	39
math	gsm8k	calc	36 plus 3	39
math	gsm8k	word	Carson leans over the railing at the zoo to get the perfect selfie and falls into the combined wombat and rhea enclosure. There are 9 wombats and 3 rheas. If each wombat claws him 4 times and each rhea claws him once, ho	39
math	gsm8k	bridge	last step 36+3	39
math	gsm8k	bridge	result of 36+3	39
math	gsm8k	calc	16*3/4	12
math	gsm8k	calc	16-12	4
math	gsm8k	calc	16 minus 12	4
math	gsm8k	calc	14*6/7	12
math	gsm8k	calc	14-12	2
math	gsm8k	calc	14 minus 12	2
math	gsm8k	calc	4+2	6
math	gsm8k	calc	4 plus 2	6
math	gsm8k	word	Sixteen boys and 14 girls attended Simon's birthday party. Three-fourths of the boys and 6/7 of the girls brought gifts. How many of those who attended did not bring gifts?	6
math	gsm8k	bridge	last step 4+2	6
math	gsm8k	bridge	result of 4+2	6
math	gsm8k	calc	26-8	18
math	gsm8k	calc	26 minus 8	18
math	gsm8k	calc	18+3	21
math	gsm8k	calc	18 plus 3	21
math	gsm8k	word	Bill is trying to count the toddlers at his daycare, but they keep running around. He double-counts 8 toddlers and misses 3 who are hiding. If Bill thinks he counted 26 toddlers, how many are there really?	21
math	gsm8k	bridge	last step 18+3	21
math	gsm8k	bridge	result of 18+3	21
math	gsm8k	calc	50/100*22	11
math	gsm8k	calc	22+11	33
math	gsm8k	calc	22 plus 11	33
math	gsm8k	calc	33+22	55
math	gsm8k	calc	33 plus 22	55
math	gsm8k	word	Nina has two pairs of shoes. She bought one of them for $22, and the second one was 50% more expensive. How much did Nina pay for both pairs of shoes?	55
math	gsm8k	bridge	last step 33+22	55
math	gsm8k	bridge	result of 33+22	55
math	gsm8k	calc	52/2	26
math	gsm8k	calc	52 divided by 2	26
math	gsm8k	calc	20*26	520
math	gsm8k	calc	20 times 26	520
math	gsm8k	calc	30*26	780
math	gsm8k	calc	30 times 26	780
math	gsm8k	calc	520+780	1300
math	gsm8k	calc	520 plus 780	1300
math	gsm8k	word	Nicki spent the last year running a lot. For the first half of the year, she ran a total of 20 miles per week. For the second half of the year, she increased the mileage to 30 miles per week. How many miles total did she	1300
math	gsm8k	bridge	last step 520+780	1300
math	gsm8k	bridge	result of 520+780	1300
math	gsm8k	calc	2*10	20
math	gsm8k	calc	2 times 10	20
math	gsm8k	word	Quinn's library was hosting a summer reading challenge. For every 5 books you read, you a coupon for a free donut at a nearby bakery. Quinn decided he could read 2 books a week for 10 weeks total. How many free donuts wo	4
math	gsm8k	bridge	last step 2*10	4
math	gsm8k	bridge	result of 2*10	4
math	gsm8k	calc	15/5	3
math	gsm8k	calc	15 divided by 5	3
math	gsm8k	calc	20/5	4
math	gsm8k	calc	20 divided by 5	4
math	gsm8k	calc	3*30	90
math	gsm8k	calc	3 times 30	90
math	gsm8k	calc	4*30	120
math	gsm8k	calc	4 times 30	120
math	gsm8k	calc	120-90	30
math	gsm8k	calc	120 minus 90	30
math	gsm8k	word	Brittney can chop 15 onions in 5 minutes. Carl can chop 20 onions within that same time. How many more onions can Carl chop in 30 minutes than Brittney?	30
math	gsm8k	bridge	last step 120-90	30
math	gsm8k	bridge	result of 120-90	30
math	gsm8k	calc	20/2	10
math	gsm8k	calc	20 divided by 2	10
math	gsm8k	calc	20+10	30
math	gsm8k	calc	20 plus 10	30
math	gsm8k	calc	30*10	300
math	gsm8k	calc	30 times 10	300
math	gsm8k	calc	400-300	100
math	gsm8k	calc	400 minus 300	100
math	gsm8k	word	Leo has to write a 400-word story for his literature class. 10 words fit on each line of his notebook and 20 lines fit on each page. Lucas has filled one and a half pages. How many words does he have left to write?	100
math	gsm8k	bridge	last step 400-300	100
math	gsm8k	bridge	result of 400-300	100
math	gsm8k	calc	3*5	15
math	gsm8k	calc	3 times 5	15
math	gsm8k	calc	3*9	27
math	gsm8k	calc	3 times 9	27
math	gsm8k	calc	15+27	42
math	gsm8k	calc	15 plus 27	42
math	gsm8k	calc	42*3	126
math	gsm8k	calc	42 times 3	126
math	gsm8k	calc	8-3-3	2
math	gsm8k	calc	126/2	63
math	gsm8k	calc	126 divided by 2	63
math	gsm8k	calc	42+126+63+63	294
math	gsm8k	word	A mother duck as 8 ducklings. The first 3 ducklings find 5 snails each. Another 3 ducklings find 9 snails each, and the remaining ducklings each find half the number of snails that mother duck finds. If mother duck finds	294
math	gsm8k	bridge	last step 42+126+63+63	294
math	gsm8k	bridge	result of 42+126+63+63	294
math	gsm8k	calc	30*2	60
math	gsm8k	calc	30 times 2	60
math	gsm8k	calc	20*2	40
math	gsm8k	calc	20 times 2	40
math	gsm8k	calc	10/100*60	6
math	gsm8k	calc	30+60+6	96
math	gsm8k	calc	20+40+16	76
math	gsm8k	calc	96*2	192
math	gsm8k	calc	96 times 2	192
math	gsm8k	calc	76*3	228
math	gsm8k	calc	76 times 3	228
math	gsm8k	calc	192+228	420
math	gsm8k	calc	192 plus 228	420
math	gsm8k	word	Maria is a saleswoman at a flower shop. On the first day, she sold 30 tulips and 20 roses. The next day, she doubled the previous day's sales. On the third day, she sold only 10% of the tulips sold on the second day and 	420
math	gsm8k	bridge	last step 192+228	420
math	gsm8k	bridge	result of 192+228	420
math	gsm8k	calc	10*.01*150	15
math	gsm8k	calc	15+25	40
math	gsm8k	calc	15 plus 25	40
math	gsm8k	calc	150-40	110
math	gsm8k	calc	150 minus 40	110
math	gsm8k	word	Stacy just bought a 6 month prescription of flea & tick medicine for her dog for $150.00 online. Her cashback app was offering 10% cashback and she has a mail-in rebate for $25.00 on a 6-month prescription. How much will	110
math	gsm8k	bridge	last step 150-40	110
math	gsm8k	bridge	result of 150-40	110
math	gsm8k	calc	7*6	42
math	gsm8k	calc	7 times 6	42
math	gsm8k	calc	42*7	294
math	gsm8k	calc	42 times 7	294
math	gsm8k	word	At Penny’s bakery, her famous blueberry cheesecakes are $7 a slice. Each cheesecake pie is cut into 6 thick slices. If she sells 7 cheesecake pies, how much money does she make?	294
math	gsm8k	bridge	last step 42*7	294
math	gsm8k	bridge	result of 42*7	294
math	gsm8k	calc	400	400
math	gsm8k	calc	400/5	80
math	gsm8k	calc	400 divided by 5	80
math	gsm8k	word	The company's data entry team had 5 employees working on a large project. Rudy types 64 words per minute, Joyce types 76 words per minute, Gladys types 91 words per minute, Lisa types 80 words per minute and Mike types 8	80
math	gsm8k	bridge	last step 400/5	80
math	gsm8k	bridge	result of 400/5	80
math	gsm8k	calc	6/2	3
math	gsm8k	calc	6 divided by 2	3
math	gsm8k	calc	3+1	4
math	gsm8k	calc	3 plus 1	4
math	gsm8k	word	The sum of Mario and Maria's ages now is 7. Mario is 1 year older than Maria. How old is Mario?	4
math	gsm8k	bridge	last step 3+1	4
math	gsm8k	bridge	result of 3+1	4
math	gsm8k	calc	3*20	60
math	gsm8k	calc	3 times 20	60
math	gsm8k	calc	8*5	40
math	gsm8k	calc	8 times 5	40
math	gsm8k	calc	200-40-60-20	80
math	gsm8k	word	Maria wants to paint a picture and needs some tools to do that. She wants to buy a set of brushes for $20 and some canvas for three times more than the brushes. The paint costs Maria $8 per liter, and she needs at least 	80
math	gsm8k	bridge	last step 200-40-60-20	80
math	gsm8k	bridge	result of 200-40-60-20	80
math	gsm8k	calc	2+1	3
math	gsm8k	calc	2 plus 1	3
math	gsm8k	calc	3+1	4
math	gsm8k	calc	3 plus 1	4
math	gsm8k	calc	4+1	5
math	gsm8k	calc	4 plus 1	5
math	gsm8k	calc	5+1	6
math	gsm8k	calc	5 plus 1	6
math	gsm8k	word	In preparation for his mountain climbing, Arvin wants to run a total of 20 kilometers in a week. On the first day, he ran 2 kilometers. On each subsequent day, he increased his running distance by 1 kilometer over the pr	6
math	gsm8k	bridge	last step 5+1	6
math	gsm8k	bridge	result of 5+1	6
math	gsm8k	word	Compared to the amount of water she drank, Carla drank three times as much soda minus 6 ounces. If she drank 54 ounces of liquid total, how much water did she drink?	15
math	gsm8k	calc	28+21	49
math	gsm8k	calc	28 plus 21	49
math	gsm8k	word	Xavier needs 84 paper plates for a housewarming party. He already has 21 green plates and 28 red plates. How many more plates should Xavier buy?	35
math	gsm8k	bridge	last step 28+21	35
math	gsm8k	bridge	result of 28+21	35
math	gsm8k	calc	4*60	240
math	gsm8k	calc	4 times 60	240
math	gsm8k	calc	240/20	12
math	gsm8k	calc	240 divided by 20	12
math	gsm8k	calc	240/10	24
math	gsm8k	calc	240 divided by 10	24
math	gsm8k	calc	12+24	36
math	gsm8k	calc	12 plus 24	36
math	gsm8k	word	Every 10 seconds, there is a car collision, and every 20 seconds there is a big crash. How many accidents overall will happen in 4 minutes?	36
math	gsm8k	bridge	last step 12+24	36
math	gsm8k	bridge	result of 12+24	36
math	gsm8k	calc	6/2	3
math	gsm8k	calc	6 divided by 2	3
math	gsm8k	calc	3*3	9
math	gsm8k	calc	3 times 3	9
math	gsm8k	calc	2*9	18
math	gsm8k	calc	2 times 9	18
math	gsm8k	word	Zack has traveled to twice the number of countries Patrick traveled to. Patrick traveled to three times the number of countries Joseph traveled to. Joseph traveled to half the number of countries George traveled to. If G	18
math	gsm8k	bridge	last step 2*9	18
math	gsm8k	bridge	result of 2*9	18
math	gsm8k	calc	4*5	20
math	gsm8k	calc	4 times 5	20
math	gsm8k	calc	6*2	12
math	gsm8k	calc	6 times 2	12
math	gsm8k	calc	5+20+7+12	44
math	gsm8k	calc	50-44	6
math	gsm8k	calc	50 minus 44	6
math	gsm8k	word	Christian and Sue wanted to get a $50.00 bottle of perfume for their mom for her birthday. Christian had $5.00 saved up and Sue had $7.00. Christian then mowed 4 of his neighbors' yards, charging $5.00 each, while Sue wa	6
math	gsm8k	bridge	last step 50-44	6
math	gsm8k	bridge	result of 50-44	6
math	gsm8k	calc	8*5	40
math	gsm8k	calc	8 times 5	40
math	gsm8k	calc	5-2	3
math	gsm8k	calc	5 minus 2	3
math	gsm8k	calc	10*3	30
math	gsm8k	calc	10 times 3	30
math	gsm8k	calc	40-30	10
math	gsm8k	calc	40 minus 30	10
math	gsm8k	word	Betty and Dora started making some cupcakes at the same time. Betty makes 10 cupcakes every hour and Dora makes 8 every hour. If Betty took a two-hour break, what is the difference between the number of cupcakes they mad	10
math	gsm8k	bridge	last step 40-30	10
math	gsm8k	bridge	result of 40-30	10
math	gsm8k	calc	25*8	200
math	gsm8k	calc	25 times 8	200
math	gsm8k	calc	2400/200	12
math	gsm8k	calc	2400 divided by 200	12
math	gsm8k	word	A clerk can process 25 forms per hour. If 2400 forms must be processed in an 8-hour day, how many clerks must you hire for that day?	12
math	gsm8k	bridge	last step 2400/200	12
math	gsm8k	bridge	result of 2400/200	12
math	gsm8k	calc	300-40	260
math	gsm8k	calc	300 minus 40	260
math	gsm8k	word	The total number of dogs at an animal rescue center is 200. Mr. Tanner, the manager at the rescue center, gets a call that 100 dogs at another rescue center are to be moved because of weather problems. He agrees to bring	200
math	gsm8k	bridge	last step 300-40	200
math	gsm8k	bridge	result of 300-40	200
math	gsm8k	calc	15*3	45
math	gsm8k	calc	15 times 3	45
math	gsm8k	calc	3*2	6
math	gsm8k	calc	3 times 2	6
math	gsm8k	calc	20*6	120
math	gsm8k	calc	20 times 6	120
math	gsm8k	calc	20*4	80
math	gsm8k	calc	20 times 4	80
math	gsm8k	calc	120+80+45	245
math	gsm8k	word	Adam owns a wood carving shop, if a block of basswood can create 3 figurines and a block of butternut wood can create 4 figurines, and a block of Aspen wood can make twice the amount of figurines compared to basswood, ho	245
math	gsm8k	bridge	last step 120+80+45	245
math	gsm8k	bridge	result of 120+80+45	245
math	gsm8k	calc	3000/3	1000
math	gsm8k	calc	3000 divided by 3	1000
math	gsm8k	calc	1000/200	5
math	gsm8k	calc	1000 divided by 200	5
math	gsm8k	calc	3000/200	15
math	gsm8k	calc	3000 divided by 200	15
math	gsm8k	calc	15+5	20
math	gsm8k	calc	15 plus 5	20
math	gsm8k	word	Ronald wants to make profits by re-selling some phones he bought a week ago. He bought 200 units for just $3000, and he wants to gain a third of the initial investment in profits when all units are sold. Including the pr	20
math	gsm8k	bridge	last step 15+5	20
math	gsm8k	bridge	result of 15+5	20
math	gsm8k	calc	3*25	75
math	gsm8k	calc	3 times 25	75
math	gsm8k	calc	14+11	25
math	gsm8k	calc	14 plus 11	25
math	gsm8k	calc	75-25	50
math	gsm8k	calc	75 minus 25	50
math	gsm8k	word	There are 14 girls, 11 boys, and their parents at a park. If they split into 3 equally sized playgroups, each group contains 25 people. How many parents were at the park?	50
math	gsm8k	bridge	last step 75-25	50
math	gsm8k	bridge	result of 75-25	50
math	gsm8k	calc	120/3	40
math	gsm8k	calc	120 divided by 3	40
math	gsm8k	calc	200/40	5
math	gsm8k	calc	200 divided by 40	5
math	gsm8k	word	Tony is driving his car between his town and a friend's down. The towns are 120 miles apart and he gets there in 3 hours. The next day, he is driving to see another friend who lives 200 miles away from his friend. If he 	5
math	gsm8k	bridge	last step 200/40	5
math	gsm8k	bridge	result of 200/40	5
math	gsm8k	calc	15000/0.4	37500
math	gsm8k	calc	15000 divided by 0.4	37500
math	gsm8k	word	Venny spent $15000 on a used car which cost 40% of the original price. What was the original price of the car?	37500
math	gsm8k	bridge	last step 15000/0.4	37500
math	gsm8k	bridge	result of 15000/0.4	37500
math	gsm8k	calc	465	465
math	gsm8k	word	Among the career home run leaders for MLB, Hank Aaron has 175 fewer than twice the number that Dave Winfield has. Hank Aaron hit 755 home runs. How many home runs did Dave Winfield hit in his career?	465
math	gsm8k	bridge	last step 465	465
math	gsm8k	bridge	result of 465	465
math	gsm8k	calc	8+4+2+1	15
math	gsm8k	calc	75*3	225
math	gsm8k	calc	75 times 3	225
math	gsm8k	word	A typical tournament of tennis has 4 rounds. There are 8 games in the first round, 4 in the second round, 2 in the third round and 1 during the finals. If each game requires new tennis balls, and on average each game use	225
math	gsm8k	bridge	last step 75*3	225
math	gsm8k	bridge	result of 75*3	225
math	gsm8k	calc	10*.25	2.50
math	gsm8k	calc	3*.10	0.30
math	gsm8k	calc	3*.05	0.15
math	gsm8k	calc	5*.01	0.05
math	gsm8k	word	When Harriett vacuumed the sofa and chair she found 10 quarters, 3 dimes, 3 nickels, and 5 pennies. How much money did Harriett find?	3
math	gsm8k	bridge	last step 5*.01	3
math	gsm8k	bridge	result of 5*.01	3
math	gsm8k	calc	1+2+1	4
math	gsm8k	calc	2*1	2
math	gsm8k	calc	2 times 1	2
math	gsm8k	calc	2/2	1
math	gsm8k	calc	2 divided by 2	1
math	gsm8k	calc	2+1	3
math	gsm8k	calc	2 plus 1	3
math	gsm8k	calc	4+3	7
math	gsm8k	calc	4 plus 3	7
math	gsm8k	word	Charlie owns one flute, two horns, and a harp. Carli owns twice as many flutes as Charlie, half as many horns as Charlie, but no harps. What is the combined total number of musical instruments owned by Charlie and Carli?	7
math	gsm8k	bridge	last step 4+3	7
math	gsm8k	bridge	result of 4+3	7
math	gsm8k	calc	30*40	1200
math	gsm8k	calc	30 times 40	1200
math	gsm8k	calc	3+1	4
math	gsm8k	calc	3 plus 1	4
math	gsm8k	calc	1200*4	4800
math	gsm8k	calc	1200 times 4	4800
math	gsm8k	word	Mark constructed a deck that was 30 feet by 40 feet. It cost $3 per square foot. He then paid an extra $1 per square foot for sealant. How much did he pay?	4800
math	gsm8k	bridge	last step 1200*4	4800
math	gsm8k	bridge	result of 1200*4	4800
math	gsm8k	calc	80/2	40
math	gsm8k	calc	80 divided by 2	40
math	gsm8k	calc	40/2	20
math	gsm8k	calc	40 divided by 2	20
math	gsm8k	calc	20/2	10
math	gsm8k	calc	20 divided by 2	10
math	gsm8k	calc	10/2	5
math	gsm8k	calc	10 divided by 2	5
math	gsm8k	word	Bobby made a big batch of soup weighing 80 kg. Each day the batch gets reduced by half. How many kg will it reach on the fourth day after he made the soup?	5
math	gsm8k	bridge	last step 10/2	5
math	gsm8k	bridge	result of 10/2	5
math	gsm8k	calc	4*10	40
math	gsm8k	calc	4 times 10	40
math	gsm8k	calc	40+5	45
math	gsm8k	calc	40 plus 5	45
math	gsm8k	calc	50-45	5
math	gsm8k	calc	50 minus 45	5
math	gsm8k	word	Gemma ordered four pizzas at $10 each, and she gave a $5 tip to the delivery person. How much change did she get back if she gives one fifty-dollar bill?	5
math	gsm8k	bridge	last step 50-45	5
math	gsm8k	bridge	result of 50-45	5
math	gsm8k	calc	14+2	16
math	gsm8k	calc	14 plus 2	16
math	gsm8k	calc	20-16	4
math	gsm8k	calc	20 minus 16	4
math	gsm8k	calc	14*3	42
math	gsm8k	calc	14 times 3	42
math	gsm8k	calc	4*1	4
math	gsm8k	calc	4 times 1	4
math	gsm8k	calc	2*0	0
math	gsm8k	calc	2 times 0	0
math	gsm8k	calc	42+4+0	46
math	gsm8k	word	Team Soccer Stars plays in a soccer league. They played a total of 20 games, and won 14 games, lost 2, and drew the rest of the matches. They earn 3 points for a win, 1 point for a draw, and nothing for a loss. How many 	46
math	gsm8k	bridge	last step 42+4+0	46
math	gsm8k	bridge	result of 42+4+0	46
math	gsm8k	calc	1.5*60	90
math	gsm8k	calc	1.5 times 60	90
math	gsm8k	calc	90*7	630
math	gsm8k	calc	90 times 7	630
math	gsm8k	calc	630*3	1890
math	gsm8k	calc	630 times 3	1890
math	gsm8k	word	James takes a spinning class 3 times a week. He works out for 1.5 hours each class and burns 7 calories per minute. How many calories does he burn per week?	1890
math	gsm8k	bridge	last step 630*3	1890
math	gsm8k	bridge	result of 630*3	1890
math	gsm8k	calc	30*3	90
math	gsm8k	calc	30 times 3	90
math	gsm8k	calc	55*18	990
math	gsm8k	calc	55 times 18	990
math	gsm8k	calc	990/90	11
math	gsm8k	calc	990 divided by 90	11
math	gsm8k	word	Jame is trying to learn to tear playing cards. He can tear 30 cards at a time. A new deck of cards has 55 cards if you include the jokers and blank cards. He tears cards 3 times a week. If he buys 18 decks how many weeks	11
math	gsm8k	bridge	last step 990/90	11
math	gsm8k	bridge	result of 990/90	11
math	gsm8k	calc	125/5	25
math	gsm8k	calc	125 divided by 5	25
math	gsm8k	calc	125-25	100
math	gsm8k	calc	125 minus 25	100
math	gsm8k	calc	100-10	90
math	gsm8k	calc	100 minus 10	90
math	gsm8k	calc	90/10	9
math	gsm8k	calc	90 divided by 10	9
math	gsm8k	calc	90-9	81
math	gsm8k	calc	90 minus 9	81
math	gsm8k	calc	125-81	44
math	gsm8k	calc	125 minus 81	44
math	gsm8k	word	Todd bought a pair of jeans that cost $125 at full price. The jeans were on sale for 20% off. He then applied a coupon that took off $10. He paid with a store credit card that gave him another 10% off the remaining amoun	44
math	gsm8k	bridge	last step 125-81	44
math	gsm8k	bridge	result of 125-81	44
math	gsm8k	calc	20*2	40
math	gsm8k	calc	20 times 2	40
math	gsm8k	calc	20/2	10
math	gsm8k	calc	20 divided by 2	10
math	gsm8k	calc	40+20+10	70
math	gsm8k	calc	2*70	140
math	gsm8k	calc	2 times 70	140
math	gsm8k	word	Aria has twice as many high school credits as Emily, who has twice the number of high school credits as Spencer. If Emily has 20 credits, what's twice the total number of high school credits the three have?	140
math	gsm8k	bridge	last step 2*70	140
math	gsm8k	bridge	result of 2*70	140
math	gsm8k	calc	200+400+300	900
math	gsm8k	calc	900/100	9
math	gsm8k	calc	900 divided by 100	9
